variance,skewness,curtosis,entropy,label,class
-0.12624000000000002,10.3216,-3.7121,-6.1185,0,0
2.5817,9.7546,-3.1749,-2.9957,0,0
-3.1273,-7.1121,11.3897,-0.083634,0,1
2.9939999999999998,7.2011,-1.2153,0.3211,0,0
-2.1786,-6.4479,6.0344,-0.20776999999999998,0,1
-1.1188,3.3357,-1.3455,-1.9573,0,1
0.3292,-4.4552,4.5718,-0.9888,0,0
-3.6961,-13.6779,17.5795,-2.6181,1,1
-2.5919,-1.0553,3.8949,0.77757,0,1
-2.1059,1.1815,-0.5332399999999999,-0.82716,0,1
0.56953,7.6294,1.5754,-3.2233,0,0
3.6244,1.4609,1.3501,1.9284,0,0
0.58836,10.7727,-1.3884,-4.3276,0,0
-4.0173,-8.3123,12.4547,-1.4375,0,1
0.39559,6.8866,1.0588,-0.67587,0,0
-0.26654,-0.64562,-0.42013999999999996,0.89136,0,1
0.062525,2.9301,-3.5467,-2.6737,0,1
-0.49948000000000004,1.7734,-2.2469,-0.68104,0,1
0.049175,6.1437,1.7828,-0.72113,0,0
1.2247,8.7779,-2.2135,-0.80647,0,0
1.9647,6.9383,0.57722,0.66377,0,0
0.045304000000000004,6.7334,1.0708,-0.9332,0,0
4.2586,11.2962,-4.0943,-4.3457,0,0
4.2756,-2.6528,2.1375,0.94437,0,0
1.6406,3.5488,1.3964,-0.36424,0,0
-2.0545,-10.8679,9.4926,-1.4116,0,1
-0.28696,3.1784,-3.5767,-3.1896,1,1
3.8244,-3.1081,2.4537,0.5202399999999999,0,0
-3.5798,0.45937,2.3457,-0.45733999999999997,1,1
1.7939,-1.1174,1.5454,-0.26079,0,0
1.5701,7.9129,0.29018,-2.1953,0,0
-2.4621,2.7645,-0.62578,-2.8573,0,1
-4.3876,-7.7267,11.9655,-1.4543,1,1
2.6606,3.1681,1.9619,0.18662,0,0
-3.7244,1.9037,-0.035421,-2.5095,1,1
-1.6244,-6.3444,4.6575,0.16981,1,1
1.5691,6.3465,-0.1828,-2.4099,0,0
0.85574,0.0082678,6.6042,-0.53104,0,0
5.2012,0.32694,0.17965,1.1797,0,0
3.5499,8.6165,-3.2794,-1.2009,0,0
-2.286,-5.4484,5.8039,0.88231,0,1
1.04,-6.9321,8.2888,-1.2991,0,0
0.86736,5.5643,1.6765,-0.16769,0,0
1.6426,3.0149,0.22849,-0.147,0,0
3.5761,9.7753,-3.9795,-3.4638,0,0
3.5594,1.3078,1.291,1.6556,0,0
1.2138,8.7986,-2.1672,-0.74182,0,0
2.6104,8.0081,-0.23592,-1.7608,0,0
1.1640000000000001,3.9130000000000003,-4.5544,-3.8672,0,1
-1.4375,-1.8624,4.026,0.5512699999999999,0,1
4.6439,-3.3729,2.5976,0.55257,0,0
2.7659,0.6621600000000001,4.1494,-0.28406,0,0
3.4776,8.811,-3.1886,-0.92285,0,0
4.1454,7.257000000000001,-1.9153,-0.8607799999999999,0,0
-5.2406,6.6258,-0.19908,-6.8607,0,1
2.8672,10.0008,-3.2049,-3.1095,0,0
5.2756,0.13863,0.12138,1.1435,0,0
-3.7573,-8.2916,10.3032,0.38059,0,1
3.1541,-5.1711,6.5991,0.57455,0,0
0.33325,3.3108,-4.5081,-4.012,0,1
1.9157,6.0816,0.23705,-2.0116,0,0
-1.2537,10.8803,1.931,-4.3237,0,0
-2.7028,1.6327,0.83598,-0.09139299999999999,0,1
4.0215,-2.1914,2.4648,1.1409,0,0
6.5633,9.8187,-4.4113,-3.2258,0,0
2.549,6.1499,-1.1605,-1.2371,0,0
2.3136,10.6651,-3.5288,-4.7672,0,0
-1.6176,1.0926,-0.35502,-0.59958,0,1
1.0191,2.33,4.9334,0.82929,0,0
3.6941,-3.9482,4.2625,1.1577,0,0
0.77445,9.0552,-2.4089,-1.3884,0,0
-1.9177,11.6894,2.5454,-3.2763,0,0
4.4072,-0.070365,2.0416,1.1319,0,0
0.61652,3.8944,-4.7275,-4.3948,0,1
0.37637,-0.82358,0.7854300000000001,0.74524,0,1
-2.6989,12.1984,0.67661,-8.5482,0,0
2.7206,9.0821,-3.3111,-0.96811,0,0
2.5503,-4.9518,6.3729,-0.41596000000000005,0,0
-3.9172,2.6652,0.78886,-0.7819,0,1
-6.3364,9.2848,0.014275,-6.7844,0,1
1.7819,6.9176,-1.2744,-1.5759,0,0
3.5189,6.332000000000001,-1.7791,-0.020273,0,0
2.0962,2.4769,1.9379,-0.040962,0,0
0.3798,0.7098,0.7572,-0.4444,0,0
0.51947,-3.2633,3.0895,-0.98492,0,0
2.8561,6.9176,-0.79372,0.48403,0,0
-4.4775,-13.0303,17.0834,-3.0345,0,1
2.8237,2.8597,0.19677999999999998,0.57196,0,0
3.1836,7.2321,-1.0713,-2.5909,0,0
0.40614,1.3492,-1.4501,-0.5594899999999999,0,1
2.5581,2.6218,1.8513,0.40257,0,0
0.74428,-3.7723,1.6131,1.5754,0,1
-0.83535,0.80494,-1.6411,-0.19225,0,1
-0.1269,-1.1505,-0.9513799999999999,0.57843,0,1
5.2032,3.5116,-1.2538,1.0129,0,0
-3.0986,-10.4602,8.9717,-2.3427,0,1
4.7114,2.0755,-0.2702,1.2379,0,0
-0.39816,5.9781,1.3912,-1.1621,0,0
-2.2261,12.5398,2.9438,-3.5258,0,0
-0.27068000000000003,3.2674,-3.5562,-3.0888,0,1
1.8967,-2.5163,2.8093,-0.79742,0,0
3.2414,0.40971,1.4015,1.1952,0,0
2.7391,7.4018,0.071684,-2.5302,0,0
-1.8076,-8.8131,8.7086,-0.21681999999999998,0,1
0.24261,0.57318,-1.9402,0.44006999999999996,0,1
-1.8629,-0.84841,2.5377,0.097399,0,1
2.2517,-5.1422,4.2916,-1.2487,0,0
1.0009,7.7846,-0.28219,-2.6608,0,0
-4.2249,6.2699,0.15822,-5.5457,0,1
5.1302,8.6703,-2.8913,-1.5086,0,0
-2.6479,10.1374,-1.331,-5.4707,0,0
-0.7034600000000001,2.957,-3.5947,-3.1457,0,1
-0.70867,-5.5602,4.0483,0.903,0,1
-1.4094,-2.1252,-0.10397,-0.19225,1,1
-2.4198,-0.24418,0.7014600000000001,0.41808999999999996,0,1
-1.5572,-9.8808,8.1088,-1.0806,0,1
-1.4628,-1.5706,2.4357,0.49826000000000004,0,1
1.5478,9.1814,-1.6326,-1.7375,0,0
5.1129,-0.49871000000000004,0.62863,1.1189,0,0
4.6499,7.6336,-1.9427,-0.37458,0,0
-0.27802,8.1881,-3.1338,-2.5276,0,0
3.8213,0.23175,2.0133,2.0564,0,0
4.8265,0.80287,1.6371,1.1875,0,0
3.3397,-4.6145,3.9823,-0.23751,0,0
-1.8391,-9.0883,9.2416,-0.10432000000000001,0,1
-2.5665,-6.8824,7.5416,0.7077399999999999,0,1
4.9294,0.27726999999999996,0.20792,0.33662,0,0
0.95626,2.4728,4.4578,0.21636,0,0
4.3365,-3.5839999999999996,3.6884,0.74912,0,0
-2.4953,11.1472,1.9353,-3.4638,0,0
5.086,3.2798,-1.2701,1.1189,0,0
-1.6001,-9.5828,9.4044,0.08188200000000001,0,1
3.82,10.9279,-4.0112,-5.0284,0,0
-2.484,12.1611,2.8204,-3.7418,0,0
3.7321,-3.884,3.3577,-0.0060486,0,0
3.866,-2.6383,1.9242,0.10645,0,0
4.223,1.1319,0.72202,0.9611799999999999,0,0
2.565,8.633,-2.9941,-1.3082,0,0
1.1315,7.9212,1.093,-2.8444,0,0
2.1881,2.7356,1.3278,-0.1832,0,0
3.6216,8.6661,-2.8073,-0.44698999999999994,0,0
0.7049,0.17174,-1.7859,0.36119,0,1
-3.7503,-13.4586,17.5932,-2.7771,0,1
3.2032,5.7588,-0.75345,-0.61251,0,0
-3.7747,2.5162,0.83341,-0.30993000000000004,0,1
-6.5084,8.7696,0.23190999999999998,-3.937,0,1
-2.7419,11.4038,2.5394,-5.5793,0,0
0.24394000000000002,1.4733,-1.4192,-0.58535,0,1
2.5331,2.9135,-0.8220000000000001,-0.12243,0,0
-2.4115,-9.1359,9.3444,-0.65259,0,1
3.9102,6.065,-2.4534,-0.68234,0,0
-1.1667,-1.4237,2.9241,0.6611899999999999,1,1
1.4378,0.66837,-2.0267,1.0271,0,1
4.9923,7.8653,-2.3515,-0.7198399999999999,0,0
4.6765,-3.3895,3.4896,1.4771,0,0
3.9364,10.5885,-3.725,-4.3133,0,0
2.6648,10.754000000000001,-3.3994,-4.1685,0,0
-0.09219400000000001,0.39315,-0.32846,-0.13794,0,1
0.54777,10.3754,-1.5435,-4.1633,0,0
-1.3968,-9.6698,9.4652,-0.34872,0,1
0.14783,7.946000000000001,1.0742,-3.3409,0,0
4.7285,2.1065,-0.28305,1.5625,0,0
3.4642,10.6878,-3.4071,-4.109,0,0
-1.4904,-2.2183,1.6054,0.89394,0,1
-1.5252,-6.2534,5.3524,0.59912,0,1
3.9166,10.2491,-4.0926,-4.4659,0,0
-1.8030000000000002,11.8818,2.0458,-5.2728,0,0
-0.17296,-1.1816,1.3818,0.7336,0,1
2.3066,3.5364,0.5755100000000001,0.41938000000000003,0,0
-3.793,-12.7095,12.7957,-2.825,0,1
-4.0679,2.4955,0.79571,-1.1039,0,1
-1.7559,11.9459,3.0946,-4.8978,0,0
0.5706,-0.0248,1.2421,-0.5621,0,0
3.1452,5.825,-0.51439,-1.4944,0,0
-3.5359,0.30417,0.6569,-0.2957,0,1
3.8832,6.4023,-2.432,-0.9836299999999999,0,0
-0.278,8.1881,-3.1338,-2.5276,0,0
4.1665,-0.4449,0.23448000000000002,0.27843,0,0
2.3952,9.5083,-3.1783,-3.0086,0,0
2.6415,7.586,-0.28562,-1.6677,0,0
4.1197,-2.7956,2.0707,0.6741199999999999,0,0
1.3419,-4.4221,8.09,-1.7349,0,0
4.8451,8.1116,-2.9512,-1.4724,0,0
-1.3995,-1.9162,2.5154,0.59912,0,1
-1.6936,2.7852,-2.1835,-1.9276,1,1
1.581,0.8690899999999999,-2.3138,0.8241200000000001,0,1
0.3292,-4.4552,4.5718,-0.9888,0,0
1.0607,2.4542,2.5188,-0.17027,0,0
-0.278,8.1881,-3.1338,-2.5276,0,0
-1.9389,1.5706,0.045979,-1.122,0,1
0.64376,3.764,-4.4738,-4.0483,1,1
2.2034,5.9947,0.53009,0.84998,0,0
-0.11996,6.8741,0.91995,-0.6694,0,0
4.2027,0.22760999999999998,0.9610799999999999,0.97282,0,0
-3.8167,5.1401,-0.65063,-5.4306,0,1
-2.2501,3.3129,-0.88369,-2.8974,0,1
-0.9854,-6.6610000000000005,5.8245,0.5461,0,1
-1.9458,11.2217,1.9079,-3.4405,0,0
5.1213,8.5565,-3.3917,-1.5474,0,0
4.9342,2.4107,-0.17594,1.6245,0,0
2.2504,3.5757,0.35273000000000004,0.2836,0,0
0.26516999999999996,2.4066,-2.8416,-0.59958,0,1
1.3114,4.5462,2.2935,0.22541,0,0
2.0911,0.94358,4.5512,1.234,0,0
3.4312,6.2637,-1.9513,-0.36165,0,0
-2.2153,11.9625,0.078538,-7.7853,0,0
4.1654,-3.4495,3.6430000000000002,1.0879,0,0
-0.78289,11.3603,-0.37644,-7.0495,0,0
3.9994,0.90427,1.1693,1.6892,0,0
1.3049,-0.15521,6.4911,-0.75346,0,0
2.2526,9.9636,-3.1749,-2.9944,0,0
-2.2625,-0.099335,2.8127,0.48662,1,1
2.5367,2.5989999999999998,2.0938,0.20085,0,0
2.6562,10.7044,-3.3085,-4.0767,0,0
-1.9983,-6.6072,4.8254,-0.41984,0,1
-3.5933,0.22968000000000002,0.7126,-0.3332,0,1
1.162,10.2926,-1.2821,-4.0392,0,0
-4.7331,-6.1789,11.388,-1.0741,0,1
-3.8952,3.8157,-0.31304,-3.8194,0,1
-2.0891,-0.48422,1.704,1.7435,1,1
2.5989,3.5178,0.7623,0.81119,0,0
-2.8619,4.5193,-0.58123,-4.2629,1,1
0.7589600000000001,0.29175999999999996,-1.6506,0.83834,0,1
0.5195,-3.2633,3.0895,-0.9849,0,0
2.4673,1.3926,1.7125,0.41421,0,0
-0.8471,3.1329,-3.0112,-2.9388,0,1
1.7317,-0.34765,4.1905,-0.9913799999999999,0,0
4.5691,-4.4552,3.1769,0.004296100000000001,0,0
-0.46651000000000004,2.3383,-2.9812,-1.0431,0,1
2.1948,1.3781,1.1582,0.85774,0,0
4.0962,10.1891,-3.9323,-4.1827,0,0
-2.588,3.8654,-0.3336,-1.2797,1,1
-4.1244,3.7909,-0.6532,-4.1802,0,1
-0.40804,0.54214,-0.52725,0.6586,0,1
4.9362,7.6046,-2.3429,-0.8530200000000001,0,0
3.4916,8.5709,-3.0326,-0.59182,0,0
4.0552,0.40143,1.4563,0.6534300000000001,0,0
3.404,8.7261,-2.9915,-0.5724199999999999,0,0
-1.6641,-1.3678,1.9969999999999999,0.52283,0,1
4.0446,11.1741,-4.3582,-4.7401,0,0
5.0297,-4.9704,3.5025,-0.23751,0,0
4.0405,0.5152399999999999,1.0279,1.1059999999999999,0,0
1.2279,4.0309,-4.6435,-3.9125,0,1
-2.121,-0.05587999999999999,1.949,1.3530000000000002,1,1
-0.62684,-6.301,4.7843,1.1059999999999999,1,1
5.4944,1.5478,0.041694,1.9284,0,0
4.5707,7.2094,-3.2794,-1.4944,0,0
-1.3,10.2678,-2.9530000000000003,-5.8638,0,0
-0.36038000000000003,4.1158,3.1143,-0.37199,0,0
2.8297,6.3485,-0.73546,-0.58665,0,0
3.9294,1.4112,1.8076,0.8978200000000001,0,0
-0.24811,-0.17797000000000002,4.9068,0.15429,0,0
-2.5754,-5.6574,6.103,0.6521399999999999,0,1
-0.3489,3.1929,-3.4054,-3.1832,0,1
-1.6514,-8.4985,9.1122,1.2379,1,1
3.4669,6.87,-1.0568,-0.73147,0,0
-2.5526,-7.3625,6.9255,-0.66811,0,1
1.0284,9.767000000000001,-1.3687,-1.7853,0,0
4.2164,9.4607,-4.9288,-5.2366,0,0
1.4479,-4.8794,8.3428,-2.1086,0,0
4.1038,-4.8069,3.3491,-0.49225,0,0
0.20976999999999998,-0.46146000000000004,7.7267,0.90946,0,0
-2.0285,3.8468,-0.63435,-1.175,0,1
2.6463,-4.8152,6.3549,0.003003,0,0
1.8216,-6.4748,8.0514,-0.41855,0,0
-6.5773,6.8017,0.85483,-7.5344,0,1
3.8905,-2.1521,2.6302,1.1047,0,0
-3.0061,-12.2377,11.9552,-2.1603,0,1
0.12125999999999999,0.22346999999999997,-0.47326999999999997,0.97024,0,1
-0.048007999999999995,-1.6037,8.4756,0.75558,0,0
-0.39416,-0.020702,-0.06626699999999999,-0.44698999999999994,0,1
-0.5081600000000001,2.8680000000000003,-1.8108,-2.2612,0,1
-3.3582,-7.2404,11.4419,-0.57113,1,1
-2.0662,0.16967000000000002,-1.0054,-0.82975,0,1
3.4566,9.5228,-4.0112,-3.5944,0,0
5.032,8.2026,-2.6256,-1.0341,0,0
1.6849,8.7489,-1.2641,-1.3858,0,0
-2.62,-6.8555,6.2169,-0.62285,1,1
-0.9540299999999999,1.9824,-2.3163,-1.1957,0,1
4.6361,-2.6611,2.8358,1.1991,0,0
-1.8356,-6.7562,5.0585,-0.5504399999999999,1,1
2.8084,11.3045,-3.3394,-4.4194,0,0
-2.5084,-0.22763000000000003,1.4880000000000002,1.2069,0,1
-2.5463,3.1101,-0.8322799999999999,-3.0358,0,1
0.5706,-0.0248,1.2421,-0.5621,0,0
1.2309,3.8923,-4.8277,-4.0069,0,1
-0.60254,1.7237,-2.1501,-0.77027,0,1
-0.83121,0.039307,0.053689999999999995,-0.23105,0,1
0.21084,9.4359,-0.09454299999999999,-1.859,0,0
2.8969,0.70768,2.29,1.8663,0,0
2.2123,-5.8395,7.7687,-0.8530200000000001,0,0
4.6464,10.5326,-4.5852,-4.206,0,0
-2.4349,-9.2497,8.9922,-0.5000100000000001,0,1
-4.2932,3.3419,0.77258,-0.99785,0,1
2.9742,8.96,-2.9024,-1.0379,0,0
3.5251,0.7201,1.6928,0.6443800000000001,0,0
5.3915,9.9946,-3.8081,-3.3642,0,0
4.0632,3.5839999999999996,0.72545,0.39481,0,0
3.7818,-2.8846,2.2558,-0.15734,0,0
-1.7063,2.7956,-2.378,-2.3491,0,1
4.5679,3.1929,-2.1055,0.29653,0,0
-2.0042,-9.3676,9.3333,-0.10303,1,1
4.65,-4.8297,3.4553,-0.25174,0,0
2.9421,7.4101,-0.97709,-0.8840600000000001,0,0
4.4338,9.887,-4.6795,-3.7483,0,0
0.8960600000000001,10.5471,-1.4175,-4.0327,0,0
4.2478,7.6956,-2.7696,-1.0767,0,0
-2.9138,-9.4711,9.7668,-0.60216,0,1
4.1529,-3.9358,2.8633,-0.017686,0,0
-2.2918,-7.257000000000001,7.9597,0.9211,0,1
-1.7976,-6.7686,6.6753,0.89912,1,1
-0.33729000000000003,-0.64976,7.6659,0.72326,0,0
-0.30432,2.6528,-2.7756,-0.65647,0,1
2.7213,7.05,-0.58808,0.41808999999999996,0,0
-0.025314,-0.17382999999999998,-0.11339,1.2198,0,1
4.6014,5.6264,-2.1235,0.19309,0,0
3.4819999999999998,-4.1634,3.5008,-0.078462,0,0
-1.8046,-6.8141,6.7019,1.1681,0,1
0.84546,3.4826,-3.6307,-1.3961,0,1
1.5514,3.8013,-4.9143,-3.7483,0,1
1.5902,2.2948,3.2403,0.18404,0,0
1.208,4.0744,-4.7635,-2.6129,0,1
-4.0214,-12.8006,15.6199,-0.95647,0,1
3.6582,5.6864,-1.7157,-0.23751,0,0
4.0215,-2.7004,2.4957,0.36635999999999996,0,0
4.9852,8.3516,-2.5425,-1.2823,0,0
-1.7589,-6.4624,8.4773,0.31981,0,1
0.9657399999999999,8.392999999999999,-1.361,-1.4659,0,0
2.9543,1.0759999999999998,0.64577,0.89394,0,0
-1.7279,-6.841,8.9494,0.68058,0,1
1.1644,3.8095,-4.9408,-4.0909,0,1
2.6718,5.6574,0.7297399999999999,-1.4892,0,0
0.9270299999999999,9.4318,-0.66263,-1.6728,0,0
-5.119,6.6486,-0.049987000000000004,-6.5206,0,1
1.7748,-0.76978,5.5854,1.3039,0,0
-0.36372,3.0439,-3.4816,-2.7836,0,1
4.2458,1.1981,0.66633,0.94696,0,0
0.31803000000000003,-0.99326,1.0947,0.8861899999999999,0,1
-0.29858,2.4769,-2.9512,-0.66165,1,1
-2.0659,1.0512,-0.46298,-1.0974,0,1
-0.36506,2.8928,-3.6461,-3.0603,0,1
1.105,7.4432,0.41098999999999997,-3.0332,0,0
1.9340000000000002,-9.2828e-06,4.816,-0.33966999999999997,0,0
-1.5681,-7.2446,6.5537,-0.1276,1,1
2.6946,6.7976,-0.40301,0.44911999999999996,0,0
-2.4941,3.5447,-1.3721,-2.8483,0,1
3.7522,-3.6978,3.9943,1.3051,0,0
1.4578,-0.08485,4.1785,0.59136,0,0
-0.53072,-0.097265,-0.21793,1.0426,1,1
4.0329,0.23175,0.8908200000000001,1.1823,0,0
2.7296,2.8701,0.5112399999999999,0.5099,0,0
-5.1216,-5.3118,10.3846,-1.0612,1,1
-0.82053,0.65181,-0.48868999999999996,-0.5271600000000001,0,1
-1.4174,-2.2535,1.518,0.6198100000000001,0,1
0.89566,7.7763,-2.7473,-1.9353,0,0
3.4465,2.9508,1.0271,0.5461,0,0
4.2406,-2.4852,1.608,0.7155,0,0
-1.5075,1.9224,7.1466,0.89136,0,0
2.4235,9.5332,-3.0789,-2.7746,0,0
-0.0012852,0.13863,-0.19651,0.0081754,0,1
-1.5078,-7.3191,7.8981,1.2289,0,1
0.2952,4.8856,-5.149,-6.2323,0,1
3.2422,6.2265,0.12224000000000002,-1.4466,0,0
-2.1333,1.5685,-0.084261,-1.7453,1,1
2.9233,6.0464,-0.11168,-0.58665,0,0
0.11739000000000001,6.2761,-1.5495,-2.4746,0,0
-2.2987,-5.227,5.63,0.91722,0,1
0.96441,5.8395,2.3235,0.066365,0,0
0.32444,10.067,-1.1982,-4.1284,0,0
-1.4427,3.2922,-1.9702,-3.4392,1,1
-1.6677,-7.1535,7.8929,0.96765,0,1
4.9264,5.496,-2.4774,-0.50648,0,0
2.2893,3.733,0.6312,-0.39786,0,0
3.5358,6.7086,-0.81857,0.47886000000000006,0,0
-5.0301,7.5032,-0.13396,-7.5034,0,1
3.8117,10.1457,-4.0463,-4.5629,0,0
0.9297,-3.7971,4.6429,-0.2957,0,0
2.0421,1.2436,4.2171,0.9042899999999999,0,0
1.9572,-5.1153,8.6127,-1.4297,0,0
-2.7143,11.4535,2.1092,-3.9629,0,0
2.7365,-5.0325,6.6608,-0.57889,0,0
-0.6907800000000001,-0.5007699999999999,-0.35417,0.47498,0,1
3.8481,10.1539,-3.8561,-4.2228,0,0
4.3064,8.2068,-2.7824,-1.4336,0,0
2.3969,0.23589000000000002,4.8477,1.4369999999999998,0,0
-1.0112,2.9984,-1.1664,-1.6185,0,1
1.9265,7.7557,-0.16823,-3.0771,0,0
-0.87874,-2.2121,-0.051701,0.099985,1,1
2.229,9.6325,-3.1123,-2.7164,0,0
4.0524,5.6802,-1.9693,0.026279000000000004,0,0
1.1676,9.1566,-2.0867,-0.80647,0,0
-2.7723,3.2777,-0.9351,-3.1457,0,1
-3.8826,4.898,-0.92311,-5.0801,0,1
-0.7869,9.5663,-3.7867,-7.5034,0,0
4.3435,3.3295,0.83598,0.64955,0,0
-1.2576,1.5892,7.0078,0.42455,0,0
-2.2527,11.5321,2.5899,-3.2737,0,0
5.0429,-0.52974,0.50439,1.1059999999999999,0,0
5.7456,10.1808,-4.7857,-4.3366,0,0
0.46901000000000004,-0.63321,7.3848,0.36507,0,0
1.6019999999999999,6.1251,0.5292399999999999,0.47886000000000006,0,0
3.4663,1.1112,1.7425,1.3388,0,0
0.32924000000000003,-4.4552,4.5718,-0.9888,0,0
2.7831,10.9796,-3.557,-4.4039,0,0
4.1736,3.3336,-1.4244,0.60429,0,0
3.534,9.3614,-3.6316,-1.2461,0,0
-4.4861,-13.2889,17.3087,-3.2194,1,1
1.3349,6.1189,0.46497,0.49826000000000004,0,0
-1.3946,2.3134,-0.44498999999999994,-1.4905,1,1
1.5099,0.039307,6.2332,-0.30346,0,0
3.9382,0.9291,0.7854300000000001,0.6767,0,0
2.8521,9.171,-3.6461,-1.2047,0,0
-1.8219,-6.8824,5.4681,0.057313,1,1
0.8135600000000001,9.1566,-2.1492,-4.1814,0,0
3.7758,7.1783,-1.5195,0.40128,0,0
-0.71868,-5.7154,3.8298,1.0233,0,1
-1.5055,0.070346,6.8681,-0.50648,0,0
-1.1193,10.7271,2.0938,-5.6504,0,0
3.5829,1.4423,1.0219,1.4008,0,0
-0.9592299999999999,0.091039,6.2204,-1.4828,0,0
-5.4414,7.2363,0.10937999999999999,-7.5642,0,1
3.5458,9.3718,-4.0351,-3.9564,0,0
-1.2786,-2.4087,4.5735,0.47626999999999997,0,1
-0.77688,0.13036,-0.031137,-0.35389,0,1
4.3483,11.1079,-4.0857,-4.2539,0,0
-0.62043,0.5587,-0.38587,-0.66423,0,1
-1.8215,2.7521,-0.7226100000000001,-2.353,0,1
-3.5060000000000002,-12.5667,15.1606,-0.75216,1,1
4.6689,1.3098,0.055403999999999995,1.909,0,0
-1.6162,0.80908,8.1628,0.60817,0,0
4.2969,7.617000000000001,-2.3874,-0.9616399999999999,0,0
3.7935,7.9853,-2.5477,-1.8719999999999999,0,0
0.49665,5.527,1.7785,-0.47156000000000003,0,0
-4.7462,3.1205,1.075,-1.2966,0,1
2.4391,6.4417,-0.80743,-0.69139,0,0
3.7022,6.9942,-1.8511,-0.12889,0,0
-3.0799,0.60836,2.7039,-0.23751,1,1
3.6277,0.9829,0.68861,0.63403,0,0
-0.7784800000000001,3.4019,-3.4859,-3.5569,0,1
1.0235,6.901,-2.0062,-2.7125,0,0
3.7798,-3.3109,2.6491,0.066365,0,0
-2.9821,4.1986,-0.5898,-3.9642,0,1
4.4295,-2.3507,1.7048,0.90946,0,0
-2.0631,-1.5147,1.219,0.44523999999999997,0,1
-2.3221,-9.3304,9.232999999999999,-0.79871,0,1
2.483,6.6155,-0.79287,-0.9086299999999999,0,0
2.093,8.3061,0.022844,-3.2724,0,0
-0.8954200000000001,2.0279,-2.3652,-1.2746,0,1
